,MREQ_Number,FFID,Date_and_Time_of_Request,Section,Order_Type,Item_Category,Item_Description,Quantity_Required,Unit,Unit_Price,Total_Cost,Category,Date_Required,Delivery_Location,Location_WBS,Activity_WBS,Current_Stage,Operational_Approval,Commercial_Approval,Buyer,Days_To_Delivery,Price_Unit_Lower_Bound_2SD,Price_Unit_Upper_Bound_2SD,Unit_Price_Annomaly
5824,MREQ-19730-001025,19730,2019-06-26,Section 4,Material,Waste Management,Metal - Roll On Roll Off 40 cubic yard,1,Each,95.0,95.0,Waste (Recycling),2019-06-27,RVP 427 - 1350307 - Girton - Accessed through A14 W/B towards A428 (on slip road),PLM4 - Site Preliminaries,153b - Temporary Works - Waste Removal,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,1.0,95.0,95.0,0
5825,MREQ-5098-0041,5098,2018-08-14,Section 3,Material,Not on List,Not on List,1,Each,321.52,321.52,Damage Charges,2018-08-14,Main Compound Gate D - 1339642 - Main Compound Entrance A1198,PLM3 - Site Preliminaries,104 - Site Transport,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,0.0,0.0,3470.1448974609375,0
5831,MREQ-19724-001025,19724,2019-06-26,Section 4,Material,Not on List,Not on List,12,Each,13.5,162.0,Builders Merchants (General),2019-06-28,RVP 427 - 1350307 - Girton - Accessed through A14 W/B towards A428 (on slip road),BN25 - Girton Interchange Bridge A,1703 - Formwork,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,2.0,0.0,978.6569290161133,0
5833,MREQ-19807-001025,19807,2019-06-26,Section 5,Material,"PPE, Small Tools and Consumables",Tissue Toilet Roll Pristine 2ply White 36 X 320sheets 517347 (539289),10,Each,7.32,73.0,Small Tools (Consumables),2019-07-02,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,101 - Mob/Demob of Compounds,Operational Approval,,,Req - S5 Buyers,6.0,7.320000171661377,7.320000171661377,0
5838,MREQ-19807-001025,19807,2019-06-26,Section 5,Material,"PPE, Small Tools and Consumables",Scraper First Task 75mm Stripping Knife         Ref 14003020 (746838),10,Each,5.55,56.0,Small Tools (Consumables),2019-07-02,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,101 - Mob/Demob of Compounds,Operational Approval,,,Req - S5 Buyers,6.0,5.5500006675720215,5.5500006675720215,1
5840,MREQ-17781-001025,17781,2019-05-20,Section 3,Material,,Not on List,84,Each,39.22,3294.48,Concrete Drainage,2019-05-22,Gate C - 1339698 - BN07 (Offord Rd) via Logistics Yard Access,SC3A - Roadworks,1102 - Combined Drainage and Kerb Units,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,2.0,0.0,1479.5375366210938,0
5842,MREQ-17896-001025,17896,2019-05-22,Section 4,Material,Not on List,Not on List,800,Each,0.04,32.0,Concrete Accessories,2019-05-24,RVP 427 - 1350307 - Girton - Accessed through A14 W/B towards A428 (on slip road),BN25 - Girton Interchange Bridge A,1702 - Precast Concrete,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,2.0,0.0,8232.100769042969,0
5844,MREQ-17900-001025,17900,2019-05-22,Section 4,Material,Not on List,Not on List,120,Each,8.43,1011.6,Concrete Accessories,2019-05-24,RVP 427 - 1350307 - Girton - Accessed through A14 W/B towards A428 (on slip road),BN25 - Girton Interchange Bridge A,1702 - Precast Concrete,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,2.0,0.0,8232.100769042969,0
5845,MREQ-17950-001025,17950,2019-05-23,Section 1,Material,"PPE, Small Tools and Consumables","Sandbag New Hessian Rotproof   31"" X 13""   7.5oz (746640)",2000,Each,0.37,740.0,Builders Merchants (General),2019-05-27,Gate 4 - 1339605 - Woolley Road Weybridge Farm A1 North Bound Alconbury,SEC1 - Roadworks,503 - Headwalls and Outfall Works,Stores - Closed,Yes - Approve,Yes - Approve,Req - S1 Buyers,4.0,0.3700000047683716,0.3700000047683716,0
5846,MREQ-5803-00479,5803,2018-08-30,Section 4,Material,Not on List,Not on List,2,Each,9.48,18.96,Not Sure,2018-09-03,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,PLM4 - Site Preliminaries,151 - Prelims attendant Labour and Equipment,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,4.0,0.0,2957.732177734375,0
5852,MREQ-6406-00695,6406,2018-09-12,Section 3,Material,Not on List,Not on List,72,Each,2.45,176.4,Miscellaneous,2018-09-18,Main Compound Gate D - 1339642 - Main Compound Entrance A1198,PLM3 - Site Preliminaries,151 - Prelims attendant Labour and Equipment,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,6.0,0.0,19779.141357421875,0
5858,MREQ-17857-001025,17857,2019-05-22,Section 3,Material,,Not on List,60,Each,2.47,148.2,Plastic Drainage,2019-05-26,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,SC3B - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,4.0,0.0,389.84692001342773,0
5860,MREQ-17784-001025,17784,2019-05-20,Section 2,Material,,Polyipipe 150mm Ridgidrain Bend 90deg (878001),2,Each,8.25,16.5,Plastic Drainage,2019-05-24,Gate 3 - 1339618 - BN05/06 Buckden Rd Brampton PE19 5UH Brampton,SC2B - Roadworks - A14,504 - Drainage and Service Ducts in Structures,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S2 Buyers,4.0,3.8449997901916504,17.059998989105225,0
5861,MREQ-17784-001025,17784,2019-05-20,Section 2,Material,,Polypipe 150mm Ridgidrain Coupler (878019),2,Each,1.98,3.96,Plastic Drainage,2019-05-24,Gate 3 - 1339618 - BN05/06 Buckden Rd Brampton PE19 5UH Brampton,SC2B - Roadworks - A14,504 - Drainage and Service Ducts in Structures,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S2 Buyers,4.0,1.5122532099485397,2.6187473088502884,0
5863,MREQ-17808-001025,17808,2019-05-21,Section 4,Material,Not on List,Not on List,1,Each,240.77,240.77,Surveying Consumables,2019-05-24,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,106 - Testing equipment and materials testing,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,3.0,0.0,2013.2405700683594,0
5864,MREQ-17812-001025,17812,2019-05-21,Section 4,Material,Not on List,Not on List,1,Each,495.0,495.0,Miscellaneous,2019-05-23,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,2.0,0.0,19779.141357421875,0
5865,MREQ-17854-001025,17854,2019-05-22,Section 4,Material,Not on List,Not on List,1,Each,1501.34,1501.34,Miscellaneous,2019-05-24,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,2.0,0.0,19779.141357421875,0
5866,MREQ-17971-001025,17971,2019-05-23,Section 4,Material,Not on List,Not on List,1,Each,91.14,91.14,Miscellaneous,2019-05-24,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,1.0,0.0,19779.141357421875,0
5867,MREQ-18009-001025,18009,2019-05-24,Core,Material,Not on List,Not on List,1,£,55.0,55.0,Miscellaneous,2019-05-24,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound (Core),WAOC - Working Areas overhead Costs,122 - Entertainment,IMO Queue,Yes - Approve,Yes - Approve,REQ - Buyers,0.0,0.0,2910.2732543945312,0
5868,MREQ-6452-00702,6452,2018-09-12,Section 4,Material,Not on List,Not on List,1,Each,689.44,689.44,Damage Charges,2018-09-14,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,2.0,0.0,3470.1448974609375,0
5870,MREQ-17914-001025,17914,2019-05-22,Section 3,Material,,Building Sand Bulk Bag (938155),7,Each,32.74,229.18,Blocks and Bricks,2019-05-26,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,SC3A - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,4.0,32.30851984024048,33.71147680282593,0
5871,MREQ-17914-001025,17914,2019-05-22,Section 3,Material,Not on List,Not on List,1500,Each,0.31,465.0,Concrete Drainage,2019-05-26,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,SC3A - Roadworks,503 - Headwalls and Outfall Works,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,4.0,0.0,1479.5375366210938,0
5872,MREQ-17914-001025,17914,2019-05-22,Section 3,Material,Not on List,Not on List,200,Each,2.47,494.0,Plastic Drainage,2019-05-26,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,SC3A - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,4.0,0.0,389.84692001342773,0
5873,MREQ-17914-001025,17914,2019-05-22,Section 3,Material,Not on List,Not on List,115,Each,11.51,1323.65,Plastic Drainage,2019-05-26,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,SC3A - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,4.0,0.0,389.84692001342773,0
5874,MREQ-17914-001025,17914,2019-05-22,Section 3,Material,,Polypipe 225mm Ridgidrain Seal (346386),100,Each,2.0,200.0,Plastic Drainage,2019-05-26,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,SC3A - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,4.0,1.910771431401372,2.0542287211865187,0
5875,MREQ-17914-001025,17914,2019-05-22,Section 3,Material,,Polypipe 300mm Ridgidrain Bend 90deg (878086),50,Each,48.86,2443.0,Plastic Drainage,2019-05-26,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,SC3A - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,4.0,47.50924515724182,53.679643392562866,0
5876,MREQ-17914-001025,17914,2019-05-22,Section 3,Material,,Polypipe 300mm Ridgidrain 6m P/E Unperf (179562),90,Each,34.82,3133.8,Plastic Drainage,2019-05-26,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,SC3A - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,4.0,23.84630250930786,52.6806902885437,0
5877,MREQ-17914-001025,17914,2019-05-22,Section 3,Material,Not on List,Not on List,50,Each,13.75,687.5,Plastic Drainage,2019-05-26,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,SC3A - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,4.0,0.0,389.84692001342773,0
5878,MREQ-17914-001025,17914,2019-05-22,Section 3,Material,Not on List,Not on List,20,Each,36.8,736.0,Plastic Drainage,2019-05-26,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,SC3B - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,4.0,0.0,389.84692001342773,0
5879,MREQ-6510-00730,6510,2018-09-13,Section 3,Material,Not on List,Not on List,300,Each,1.75,525.0,Timber Products,2018-09-14,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,SC3A - Roadworks,401 - Safety Barriers,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,1.0,0.0,599.9307327270508,0
5880,MREQ-17914-001025,17914,2019-05-22,Section 3,Material,,Polypipe 225mm Ridgidrain 6m P/E Unperf (346339),60,Each,23.14,1388.4,Plastic Drainage,2019-05-26,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,SC3B - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,4.0,16.093278646469116,35.03672242164612,0
5885,MREQ-6467-00711,6467,2018-09-13,Section 4,Material,Not on List,Not on List,1,Each,2273.5,2273.5,Damage Charges,2018-09-17,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,4.0,0.0,3470.1448974609375,0
5889,MREQ-18061-001025,18061,2019-05-24,Section 6,Material,Not on List,Not on List,5,Bundles,9.0,45.0,Surveying Consumables,2019-05-29,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,WAO6 - Working Area Overhead,113 - Survey Equipment Costs,Stores - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers,5.0,9.0,9.0,0
5890,MREQ-18061-001025,18061,2019-05-24,Section 6,Material,Not on List,Not on List,5,Bundles,9.0,45.0,Surveying Consumables,2019-05-29,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,WAO6 - Working Area Overhead,113 - Survey Equipment Costs,Stores - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers,5.0,9.0,9.0,0
5891,MREQ-18061-001025,18061,2019-05-24,Section 6,Material,Not on List,Not on List,5,Bundles,9.0,45.0,Surveying Consumables,2019-05-29,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,WAO6 - Working Area Overhead,113 - Survey Equipment Costs,Stores - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers,5.0,9.0,9.0,0
5893,MREQ-18061-001025,18061,2019-05-24,Section 6,Material,Not on List,Not on List,10,Box,10.0,100.0,Surveying Consumables,2019-05-29,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,WAO6 - Working Area Overhead,113 - Survey Equipment Costs,Stores - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers,5.0,0.0,36.102710247039795,0
5894,MREQ-18061-001025,18061,2019-05-24,Section 6,Material,Not on List,Not on List,100,Each,7.5,750.0,Surveying Consumables,2019-05-29,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,WAO6 - Working Area Overhead,113 - Survey Equipment Costs,Stores - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers,5.0,0.0,2013.2405700683594,0
5896,MREQ-18061-001025,18061,2019-05-24,Section 6,Material,Not on List,Not on List,100,Each,1.5,150.0,Surveying Consumables,2019-05-29,S6VL – Views Common - 1351843 - Link Hinchingbrooke Park Rd Huntingdon PE29 6NB,WAO6 - Working Area Overhead,113 - Survey Equipment Costs,Stores - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers,5.0,0.0,2013.2405700683594,0
5897,MREQ-18061-001025,18061,2019-05-24,Section 6,Material,Not on List,Not on List,100,Each,1.0,100.0,Surveying Consumables,2019-05-29,S6VL – Views Common - 1351843 - Link Hinchingbrooke Park Rd Huntingdon PE29 6NB,WAO6 - Working Area Overhead,113 - Survey Equipment Costs,Stores - Closed,Yes - Approve,Yes - Approve,Req - S6 Buyers,5.0,0.0,2013.2405700683594,0
5903,MREQ-6388-00683,6388,2018-09-12,Section 3,Material,Not on List,Not on List,1,Each,803.63,803.63,Damage Charges,2018-09-13,Main Compound Gate D - 1339642 - Main Compound Entrance A1198,PLM3 - Site Preliminaries,152 - Attendant / General Plant,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,1.0,0.0,3470.1448974609375,0
5904,MREQ-17606-001025,17606,2019-05-17,Section 4,Material,Not on List,Not on List,230,Each,43.39,9979.7,Miscellaneous,2019-05-29,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4B - Roadworks - Robins Lane to Dry Drayton,503 - Headwalls and Outfall Works,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,12.0,0.0,19779.141357421875,0
5905,MREQ-17606-001025,17606,2019-05-17,Section 4,Material,Not on List,Not on List,50,Each,31.44,1572.0,Miscellaneous,2019-05-29,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4B - Roadworks - Robins Lane to Dry Drayton,503 - Headwalls and Outfall Works,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,12.0,0.0,19779.141357421875,0
5906,MREQ-17606-001025,17606,2019-05-17,Section 4,Material,,Not on List,1,Each,600.0,600.0,Miscellaneous,2019-05-29,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4B - Roadworks - Robins Lane to Dry Drayton,503 - Headwalls and Outfall Works,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,12.0,0.0,19779.141357421875,0
5908,MREQ-18100-001025,18100,2019-05-28,Core,Material,Not on List,Not on List,1,Each,1081.0,1081.0,Training,2019-05-28,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound (Core),WAOC - Working Areas overhead Costs,123 - Venue / Meeting Costs (Hotel Conf etc),Stores - Closed,Yes - Approve,Yes - Approve,REQ - Buyers,0.0,0.0,9148.03955078125,0
5911,MREQ-16176-001025,16176,2019-04-18,Section 4,Material,Signage,Not on List,20,Each,9.58,191.6,Miscellaneous,2019-05-02,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,14.0,0.0,19779.141357421875,0
5912,MREQ-16176-001025,16176,2019-04-18,Section 4,Material,Signage,Not on List,20,Each,9.58,191.6,Miscellaneous,2019-05-02,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,14.0,0.0,19779.141357421875,0
5913,MREQ-16176-001025,16176,2019-04-18,Section 4,Material,Signage,Not on List,10,Each,9.58,95.8,Miscellaneous,2019-05-02,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,14.0,0.0,19779.141357421875,0
5914,MREQ-16176-001025,16176,2019-04-18,Section 4,Material,Signage,Not on List,4,Each,21.57,86.28,Miscellaneous,2019-05-02,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,14.0,0.0,19779.141357421875,0
5915,MREQ-16176-001025,16176,2019-04-18,Section 4,Material,Signage,Not on List,20,Each,7.1,142.0,Miscellaneous,2019-05-02,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,14.0,0.0,19779.141357421875,0
5918,MREQ-16176-001025,16176,2019-04-18,Section 4,Material,Signage,Not on List,20,Each,3.0,60.0,Miscellaneous,2019-05-02,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,14.0,0.0,19779.141357421875,0
5919,MREQ-16176-001025,16176,2019-04-18,Section 4,Material,Signage,Not on List,10,Each,3.0,30.0,Miscellaneous,2019-05-02,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,14.0,0.0,19779.141357421875,0
5920,MREQ-16176-001025,16176,2019-04-18,Section 4,Material,Signage,Not on List,10,Each,9.58,95.8,Miscellaneous,2019-05-02,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,14.0,0.0,19779.141357421875,0
5924,MREQ-16176-001025,16176,2019-04-18,Section 4,Material,"PPE, Small Tools and Consumables",Scraper Boot Galvanised C/W Brushes (746900),15,Each,10.19,152.85,Miscellaneous,2019-05-02,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,14.0,10.1899995803833,10.1899995803833,0
5926,MREQ-16176-001025,16176,2019-04-18,Section 4,Material,"PPE, Small Tools and Consumables",Not on List,2,Each,51.48,102.96,Miscellaneous,2019-05-02,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,14.0,0.0,19779.141357421875,0
5927,MREQ-16176-001025,16176,2019-04-18,Section 4,Material,Not on List,Not on List,10,Each,3.54,35.4,Miscellaneous,2019-05-02,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,14.0,0.0,19779.141357421875,0
5928,MREQ-16176-001025,16176,2019-04-18,Section 4,Material,,Not on List,150,Each,3.04,456.0,Miscellaneous,2019-05-02,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,14.0,0.0,19779.141357421875,0
5929,MREQ-16176-001025,16176,2019-04-18,Section 4,Material,,Not on List,4,Each,67.2,268.8,Miscellaneous,2019-05-02,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,14.0,0.0,19779.141357421875,0
