,MREQ_Number,FFID,Date_and_Time_of_Request,Section,Order_Type,Item_Category,Item_Description,Quantity_Required,Unit,Unit_Price,Total_Cost,Category,Date_Required,Delivery_Location,Location_WBS,Activity_WBS,Current_Stage,Operational_Approval,Commercial_Approval,Buyer
5344,MREQ-7264-001021,7264,2018-10-02 08:56:13,Section 3,Material,Not on List,Not on List,1,EA,836,836,Miscellaneous,2018-10-05 00:00:00,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,SC3B - Roadworks,2702 - Works by the Statutory Undertakers,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
5345,MREQ-27152-001025,27152,2019-11-29 13:47:20,Core,Material,,,,,,0,,,,,,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
5346,MREQ-27326-001025,27326,2019-12-04 14:44:50,Section 3,Material,Not on List,Not on List,1,,,0,Miscellaneous,2019-12-06 00:00:00,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,PLM3 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
5347,MREQ-27329-001025,27329,2019-12-04 15:16:41,Section 4,Material,Aggregate,Type 1,1500,Tonnes,21.65,32475,Aggregate,2019-12-05 00:00:00,RVP 412 - 1339628 - Borrow Pit 6 J30 Eastbound,SC4B - Roadworks - Robins Lane to Dry Drayton,701 - Sub-base,Requestor - Buyers Pass Back,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
5348,MREQ-27330-001025,27330,2019-12-04 15:17:04,Section 5,Material,Not on List,Not on List,1,,,0,Miscellaneous,2019-12-06 00:00:00,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
5349,MREQ-27332-001025,27332,2019-12-04 15:34:03,Section 2,Material,Not on List,Not on List,1,,,0,Miscellaneous,2019-12-06 00:00:00,Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,PLM2 - Site Preliminaries,152 - Attendant / General Plant,Operational Approval,,,Req - S2 Buyers
5350,MREQ-27333-001025,27333,2019-12-04 15:44:28,Section 2,Material,Not on List,Not on List,1,,,0,Miscellaneous,2019-12-06 00:00:00,Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,PLM2 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,Req - S2 Buyers
5351,MREQ-27336-001025,27336,2019-12-04 16:03:50,Section 3,Material,Not on List,Not on List,1,,,0,Miscellaneous,2019-12-06 00:00:00,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,PLM3 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
5352,MREQ-26972-001025,26972,2019-11-26 08:59:53,Section 3,Material,Kerbs,Not on List,82,ea,4.42,362.44,"Concrete Hard Landscaping (Kerbs, Slabs)",2019-11-28 00:00:00,"Gate D - 1350303 - Batching Plant, Ermine St. A1198 Rd, PE29 2NH",BN10 - A1198 Ermine Street Overbridge,1702 - Precast Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
5353,MREQ-7318-001022,7318,2018-10-02 18:06:41,Section 3,Material,Not on List,Not on List,5,number,33.15,165.75,Concrete Accessories,2018-10-05 00:00:00,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,BN07 - B1043 Offord Road Overbridge,2302 - Sealing of gaps,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
5354,MREQ-27339-001025,27339,2019-12-04 16:20:51,Section 4,Material,Aggregate,Not on List,600000,tons,5,3000000,Aggregate,2019-12-09 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,SC4B - Roadworks - Robins Lane to Dry Drayton,606 - Import,Operations Rejected,No - Reject,,REQ - Section 4 Buyers
5355,MREQ-27129-001025,27129,2019-11-29 08:58:48,Section 2,Material,Not on List,Not on List,2,ea,182.9,365.8,Miscellaneous,2019-12-03 00:00:00,Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,BN26 - A14/A1 Link Underbridge,1802 - Miscellaneous Metalwork,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S2 Buyers
5356,MREQ-27129-001025,27129,2019-11-29 08:58:48,Section 2,Material,Not on List,Not on List,2,ea,182.9,365.8,Miscellaneous,2019-12-03 00:00:00,Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,BN27 - A14/A1 Link Overbridge,1802 - Miscellaneous Metalwork,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S2 Buyers
5357,MREQ-27328-001025,27328,2019-12-04 15:12:44,Section 2,Material,Not on List,Not on List,3,No.,,0,Miscellaneous,2019-12-06 00:00:00,Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,SC2B - Roadworks - A14,1201 - Traffic Signs,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S2 Buyers
5358,MREQ-7357-001022,7357,2018-10-03 15:54:43,Section 4,Material,Not on List,Not on List,1,Each,679.03,679.03,Damage Charges,2018-10-05 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
5359,MREQ-27340-001025,27340,2019-12-04 16:36:01,Section 2,Material,Not on List,Not on List,15,Tins,19.51,292.65,Concrete Accessories,2019-12-06 00:00:00,Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,SC2B - Roadworks - A14,1104 - Footways and Paved Areas,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S2 Buyers
5360,MREQ-27370-001025,27370,2019-12-05 09:25:27,Section 1,Material,Not on List,Not on List,1,,,0,Miscellaneous,2019-12-06 00:00:00,Gate 1 - 1339601 - Main Compound Alconbury,PLM1 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,Req - S1 Buyers
5361,MREQ-27371-001025,27371,2019-12-05 09:35:08,Section 2,Material,Not on List,Not on List,1,,,0,Miscellaneous,2019-12-06 00:00:00,Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,PLM2 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,Req - S2 Buyers
5362,MREQ-27376-001025,27376,2019-12-05 11:26:41,Section 5,Material,"PPE, Small Tools and Consumables",Not on List,1,ea,276.09,276,Small Tools (Consumables),2019-12-09 00:00:00,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
5363,MREQ-27386-001025,27386,2019-12-05 14:17:19,Section 2,Material,Not on List,Not on List,2,each,81.8,164,Laboratory Equipment / Certification,2019-12-06 00:00:00,Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,PLM2 - Site Preliminaries,106 - Testing equipment and materials testing,Stores - Closed,Yes - Approve,Yes - Approve,Req - S2 Buyers
5364,MREQ-27389-001025,27389,2019-12-05 15:05:17,Core,Material,"PPE, Small Tools and Consumables",Not on List,1,EACH,466.01,466,PPE,2019-12-05 00:00:00,Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton (Core),WAOC - Working Areas overhead Costs,109 - PPE Costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
5365,MREQ-7353-001022,7353,2018-10-03 12:30:12,Section 4,Material,,Not on List,1280,Each ,4.16,5324.8,"Concrete Hard Landscaping (Kerbs, Slabs)",2018-10-08 00:00:00,RVP 411 - 1339640 - Dry Drayton Oakington Rd A14 J30 Westbound,SC4C - Roadworks - Dry Drayton to Girton,1102 - Combined Drainage and Kerb Units,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
5366,MREQ-26159-001025,26159,2019-11-05 14:53:01,Core,Material,,,1,Each,606,606,,,,,,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
5367,MREQ-27392-001025,27392,2019-12-05 15:38:51,Core,Material,"PPE, Small Tools and Consumables",Not on List,3778.79,Each,1,3779,PPE,2019-12-06 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound (Core),WAOC - Working Areas overhead Costs,109 - PPE Costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
5368,MREQ-27234-001025,27234,2019-12-03 07:57:18,Section 2,Material,Not on List,Not on List,6,no.,1050.83,6304.98,Miscellaneous,2019-12-06 00:00:00,Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,BN03 - A1 Brampton Interchange Bridge,1802 - Miscellaneous Metalwork,Stores - Closed,Yes - Approve,Yes - Approve,Req - S2 Buyers
5369,MREQ-27179-001025,27179,2019-12-01 16:08:09,Section 5,Material,,,48,Each,0.21,10.08,Fixings and Fasteners,2019-12-06 00:00:00,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",SEC5 - Roadworks,1504 - Technology Equipment,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
5370,MREQ-27179-001025,27179,2019-12-01 16:08:09,Section 5,Material,,,24,Each,0.71,17.04,Fixings and Fasteners,2019-12-06 00:00:00,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",SEC5 - Roadworks,1504 - Technology Equipment,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
5371,MREQ-27179-001025,27179,2019-12-01 16:08:09,Section 5,Material,,,48,Each,0.76,36.48,Fixings and Fasteners,2019-12-06 00:00:00,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",SEC5 - Roadworks,1504 - Technology Equipment,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
5372,MREQ-27309-001025,27309,2019-12-04 08:37:44,Section 4,Material,,,195,Each,5.17,1008.15,"Concrete Hard Landscaping (Kerbs, Slabs)",2019-12-09 00:00:00,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4C - Roadworks - Dry Drayton to Girton,"1101 - Kerbs, Channels and Edgings",Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
5373,MREQ-27309-001025,27309,2019-12-04 08:37:44,Section 4,Material,,,32,Each,11.68,373.76,"Concrete Hard Landscaping (Kerbs, Slabs)",2019-12-09 00:00:00,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4B - Roadworks - Robins Lane to Dry Drayton,"1101 - Kerbs, Channels and Edgings",Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
5374,MREQ-27194-001025,27194,2019-12-02 10:49:40,Section 5,Material,,,60,Each ,241.48,14488.8,Concrete Drainage,2019-12-09 00:00:00,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",SEC5 - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
5375,MREQ-27194-001025,27194,2019-12-02 10:49:40,Section 5,Material,,,10,Each,289.77,2897.7,Concrete Drainage,2019-12-09 00:00:00,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",SEC5 - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
5376,MREQ-7353-001022,7353,2018-10-03 12:30:12,Section 4,Material,,,4,Each ,30,120,"Concrete Hard Landscaping (Kerbs, Slabs)",2018-10-08 00:00:00,RVP 411 - 1339640 - Dry Drayton Oakington Rd A14 J30 Westbound,SC4C - Roadworks - Dry Drayton to Girton,1102 - Combined Drainage and Kerb Units,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
5377,MREQ-27194-001025,27194,2019-12-02 10:49:40,Section 5,Material,,,10,Each,289.77,2897.7,Concrete Drainage,2019-12-09 00:00:00,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",SEC5 - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
5378,MREQ-27194-001025,27194,2019-12-02 10:49:40,Section 5,Material,,,6,Each,289.77,1738.62,Concrete Drainage,2019-12-09 00:00:00,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",SEC5 - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
5379,MREQ-27194-001025,27194,2019-12-02 10:49:40,Section 5,Material,,,5,Each,294.58,1472.9,Concrete Drainage,2019-12-09 00:00:00,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",SEC5 - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
5380,MREQ-27194-001025,27194,2019-12-02 10:49:40,Section 5,Material,,,1,Each,220.93,220.93,Concrete Drainage,2019-12-09 00:00:00,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",SEC5 - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
5381,MREQ-27194-001025,27194,2019-12-02 10:49:40,Section 5,Material,,,3,Each,317.77,953.31,Concrete Drainage,2019-12-09 00:00:00,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",SEC5 - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
5382,MREQ-27360-001025,27360,2019-12-05 07:56:46,Section 4,Material,Aggregate,Type 1,5000,Tonnes,20,100000,Aggregate,2019-12-09 00:00:00,RVP 412 - 1339628 - Borrow Pit 6 J30 Eastbound,SC4B - Roadworks - Robins Lane to Dry Drayton,701 - Sub-base,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
5383,MREQ-27417-001025,27417,2019-12-06 07:57:34,Section 5,Material,Bagged,OP Cement Multicem Plastic Bag 25kg (210768),40,Each,3.56,142,Builders Merchants (General),2019-12-10 00:00:00,"1358003 - Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",BE26 - King Hedges Bridge Modifications,1701 - Insitu Concrete,Stores - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
5384,MREQ-27317-001025,27317,2019-12-04 09:37:48,Section 4,Material,"PPE, Small Tools and Consumables",Not on List,421.1,each,1,421.1,Miscellaneous,2019-12-09 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
5385,MREQ-27342-001025,27342,2019-12-04 16:34:50,Section 2,Material,Timber,47x150x4800mm Sawn Timber (206904),40,Each,10.08,403.2,Builders Merchants (General),2019-12-05 00:00:00,Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,SC2B - Roadworks - A14,"301 - Fencing, Gates & Stiles",Buyer - Closed,Yes - Approve,Yes - Approve,Req - S2 Buyers
5386,MREQ-27342-001025,27342,2019-12-04 16:34:50,Section 2,Material,Timber,Not on List,100,Each,1.1,110,Builders Merchants (General),2019-12-05 00:00:00,Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,SC2B - Roadworks - A14,"301 - Fencing, Gates & Stiles",Buyer - Closed,Yes - Approve,Yes - Approve,Req - S2 Buyers
5387,MREQ-27342-001025,27342,2019-12-04 16:34:50,Section 2,Material,"PPE, Small Tools and Consumables",Not on List,2,boxes,14.85,29.7,Builders Merchants (General),2019-12-05 00:00:00,Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,SC2B - Roadworks - A14,"301 - Fencing, Gates & Stiles",Buyer - Closed,Yes - Approve,Yes - Approve,Req - S2 Buyers
5388,MREQ-27312-001025,27312,2019-12-04 08:51:19,Section 3,Material,Not on List,Not on List,210,meters,,0,Miscellaneous,2019-12-06 00:00:00,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,SC3B - Roadworks,401 - Safety Barriers,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
5389,MREQ-27312-001025,27312,2019-12-04 08:51:19,Section 3,Material,Not on List,Not on List,2,no.,,0,Miscellaneous,2019-12-06 00:00:00,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,SC3B - Roadworks,401 - Safety Barriers,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
5390,MREQ-27312-001025,27312,2019-12-04 08:51:19,Section 3,Material,Not on List,Not on List,2,no.,,0,Miscellaneous,2019-12-06 00:00:00,Section 2 Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,SC3B - Roadworks,401 - Safety Barriers,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
5391,MREQ-27347-001025,27347,2019-12-04 17:35:46,Section 4,Material,Aggregate,Not on List,60000,ton,5,300000,Aggregate,2019-12-09 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,SC4B - Roadworks - Robins Lane to Dry Drayton,606 - Import,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
5392,MREQ-27427-001025,27427,2019-12-06 10:43:00,Core,Material,"PPE, Small Tools and Consumables",Not on List,1,,,0,Laboratory Equipment / Certification,2019-12-06 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound (Core),WAOC - Working Areas overhead Costs,120 - Small Tools (hand),Stores - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
5393,MREQ-27318-001025,27318,2019-12-04 10:03:54,Section 4,Material,Not on List,Not on List,1,74,1895.21,1895.21,Miscellaneous,2020-01-31 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,SC4C - Roadworks - Dry Drayton to Girton,3030 - Special Ecological Measures,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
5394,MREQ-27426-001025,27426,2019-12-06 09:56:16,Section 2,Material,Bagged,Building Sand Bulk Bag (938155),3,Each,32.74,98.22,Concrete Accessories,2019-12-06 00:00:00,Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,SC2B - Roadworks - A14,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S2 Buyers
5395,MREQ-7289-001022,7289,2018-10-02 14:43:33,Section 3,Material,Not on List,Not on List,1,EA,709.58,709.58,PPE,2018-10-05 00:00:00,Main Compound Gate D - 1339642 - Main Compound Entrance A1198,PLM3 - Site Preliminaries,103 - Staff  ,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
5396,MREQ-27426-001025,27426,2019-12-06 09:56:16,Section 2,Material,Bagged,OP Cement Multicem Plastic Bag 25kg (210768),40,Each,3.56,142.4,Concrete Accessories,2019-12-06 00:00:00,Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,SC2B - Roadworks - A14,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S2 Buyers
5397,MREQ-27230-001025,27230,2019-12-03 07:16:04,Section 4,Material,Not on List,Not on List,1,Each,764.28,764.28,Miscellaneous,2019-12-05 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
5398,MREQ-25410-001025,25410,2019-10-18 15:22:12,Section 4,Material,,,1,Each,369,369,Miscellaneous,2019-10-04 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,SC4C - Roadworks - Dry Drayton to Girton,1104 - Footways and Paved Areas,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
5399,MREQ-27264-001025,27264,2019-12-03 11:45:54,Section 4,Material,Not on List,Not on List,1,,162.49,162.49,Miscellaneous,2019-12-05 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
5400,MREQ-27430-001025,27430,2019-12-06 11:28:20,Section 4,Material,Not on List,Not on List,1,,,0,Miscellaneous,2019-12-12 00:00:00,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,PLM4 - Site Preliminaries,154 - Traffic Management & Safety,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
5401,MREQ-27276-001025,27276,2019-12-03 14:52:27,Section 4,Material,Not on List,Not on List,1,,2200.56,2200.56,Miscellaneous,2019-12-05 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
5402,MREQ-7289-001022,7289,2018-10-02 14:43:33,Section 3,Material,Not on List,Not on List,1,EA,929.69,929.69,Small Tools (Consumables),2018-10-05 00:00:00,Main Compound Gate D - 1339642 - Main Compound Entrance A1198,PLM3 - Site Preliminaries,151 - Prelims attendant Labour and Equipment,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
5403,MREQ-7322-001022,7322,2018-10-03 07:29:49,Section 4,Material,Not on List,Not on List,1,Each,4000,4000,Not Sure,2018-10-03 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
5404,MREQ-27441-001025,27441,2019-12-06 14:06:06,Section 2,Material,Not on List,Not on List,50,sets,3.4,170,Fixings and Fasteners,2019-12-06 00:00:00,Main Compound - 1339608 - Buckden Rd PE19 5UH Brampton,BN03 - A1 Brampton Interchange Bridge,1802 - Miscellaneous Metalwork,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S2 Buyers
5405,MREQ-7311-001022,7311,2018-10-02 16:57:05,Section 3,Material,Not on List,Not on List,1,,,0,Not Sure,2018-10-05 00:00:00,Main Compound Gate D - 1339642 - Main Compound Entrance A1198,PLM3 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
5406,MREQ-27435-001025,27435,2019-12-06 13:05:58,Section 4,Material,"PPE, Small Tools and Consumables",Not on List,1,Number,40.19,40.19,Small Tools (Consumables),2019-12-09 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
